Time,V,H,P,IFNe,STATP,IRF7,IRF7P,IFN
0.000000e+00,3.093381e-12,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.372257e-09
1.666667e-01,3.867744e-12,1.000000e+00,1.000000e+00,0.000000e+00,3.245166e-09,3.010137e-11,3.383970e-13,1.958961e-09
3.333333e-01,4.835856e-12,1.000000e+00,1.000000e+00,1.281947e-09,9.471048e-09,1.429739e-10,2.890337e-12,2.494035e-09
5.000000e-01,6.046163e-12,1.000000e+00,1.000000e+00,2.521949e-09,1.835287e-08,3.802119e-10,1.098471e-11,3.131992e-09
6.666667e-01,7.559428e-12,1.000000e+00,1.000000e+00,3.691081e-09,2.990756e-08,7.764841e-10,2.901783e-11,3.931398e-09
8.333333e-01,9.451290e-12,1.000000e+00,1.000000e+00,4.918072e-09,4.446561e-08,1.366400e-09,6.229215e-11,4.941662e-09
1.000000e+00,1.181677e-11,1.000000e+00,1.000000e+00,6.327117e-09,6.262794e-08,2.189918e-09,1.170639e-10,6.219850e-09
1.166667e+00,1.477412e-11,1.000000e+00,1.000000e+00,8.031403e-09,8.525572e-08,3.296663e-09,2.007459e-10,7.836216e-09
1.333333e+00,1.847148e-11,1.000000e+00,1.000000e+00,1.014533e-08,1.134906e-07,4.749890e-09,3.222340e-10,9.877821e-09
1.500000e+00,2.309404e-11,1.000000e+00,1.000000e+00,1.279628e-08,1.487984e-07,6.630617e-09,4.923496e-10,1.245306e-08
1.666667e+00,2.887334e-11,1.000000e+00,1.000000e+00,1.613434e-08,1.930350e-07,9.042358e-09,7.244048e-10,1.569705e-08
1.833333e+00,3.609885e-11,1.000000e+00,1.000000e+00,2.034175e-08,2.485340e-07,1.211678e-08,1.034912e-09,1.977881e-08
2.000000e+00,4.513246e-11,1.000000e+00,1.000000e+00,2.564314e-08,3.182219e-07,1.602069e-08,1.444461e-09,2.490895e-08
2.166667e+00,5.642663e-11,1.000000e+00,1.000000e+00,3.231761e-08,4.057620e-07,2.096464e-08,1.978815e-09,3.135132e-08
2.333333e+00,7.054709e-11,1.000000e+00,1.000000e+00,4.071257e-08,5.157371e-07,2.721377e-08,2.670266e-09,3.943512e-08
2.500000e+00,8.820105e-11,1.000000e+00,1.000000e+00,5.126200e-08,6.538781e-07,3.510127e-08,3.559324e-09,4.957351e-08
2.666667e+00,1.102727e-10,1.000000e+00,1.000000e+00,6.450768e-08,8.273531e-07,4.504527e-08,4.696818e-09,6.228196e-08
2.833333e+00,1.378675e-10,1.000000e+00,1.000000e+00,8.112800e-08,1.045126e-06,5.757001e-08,6.146523e-09,7.820555e-08
3.000000e+00,1.723676e-10,1.000000e+00,1.000000e+00,1.019706e-07,1.318408e-06,7.333231e-08,7.988433e-09,9.815048e-08
3.166667e+00,2.155006e-10,1.000000e+00,1.000000e+00,1.280957e-07,1.661216e-06,9.315461e-08,1.032285e-08,1.231262e-07
3.333333e+00,2.694267e-10,1.000000e+00,1.000000e+00,1.608287e-07,2.091079e-06,1.180665e-07,1.327551e-08,1.543944e-07
3.500000e+00,3.368464e-10,1.000000e+00,1.000000e+00,2.018278e-07,2.629921e-06,1.493564e-07,1.700393e-08,1.935316e-07
3.666667e+00,4.211358e-10,1.000000e+00,1.000000e+00,2.531668e-07,3.305152e-06,1.886365e-07,2.170543e-08,2.425129e-07
3.833333e+00,5.265155e-10,1.000000e+00,1.000000e+00,3.174378e-07,4.151052e-06,2.379237e-07,2.762712e-08,3.038044e-07
4.000000e+00,6.582618e-10,1.000000e+00,1.000000e+00,3.978847e-07,5.210486e-06,2.997407e-07,3.507832e-08,3.804912e-07
4.166667e+00,8.229704e-10,1.000000e+00,1.000000e+00,4.985625e-07,6.537048e-06,3.772431e-07,4.444624e-08,4.764302e-07
4.333333e+00,1.028886e-09,1.000000e+00,1.000000e+00,6.245416e-07,8.197745e-06,4.743774e-07,5.621541e-08,5.964438e-07
4.500000e+00,1.286316e-09,1.000000e+00,1.000000e+00,7.821619e-07,1.027635e-05,5.960786e-07,7.099210e-08,7.465606e-07
4.666667e+00,1.608142e-09,1.000000e+00,1.000000e+00,9.793503e-07,1.287757e-05,7.485177e-07,8.953478e-08,9.343171e-07
4.833333e+00,2.010466e-09,1.000000e+00,1.000000e+00,1.226017e-06,1.613230e-05,9.394103e-07,1.127922e-07,1.169134e-06
5.000000e+00,2.513409e-09,1.000000e+00,1.000000e+00,1.534551e-06,2.020410e-05,1.178402e-06,1.419509e-07,1.462788e-06
5.166667e+00,3.145212e-09,1.000000e+00,1.000000e+00,1.920442e-06,2.529738e-05,1.477550e-06,1.784949e-07,1.831368e-06
5.333333e+00,3.931882e-09,1.000000e+00,1.000000e+00,2.403048e-06,3.167073e-05,1.851955e-06,2.242799e-07,2.291110e-06
5.500000e+00,4.918281e-09,1.000000e+00,1.000000e+00,3.007850e-06,3.964283e-05,2.320501e-06,2.816276e-07,2.867102e-06
5.666667e+00,6.148074e-09,1.000000e+00,1.000000e+00,3.763768e-06,4.961485e-05,2.906789e-06,3.534414e-07,3.586055e-06
5.833333e+00,7.685066e-09,1.000000e+00,1.000000e+00,4.709847e-06,6.208364e-05,3.640296e-06,4.433520e-07,4.484626e-06
6.000000e+00,9.605822e-09,1.000000e+00,1.000000e+00,5.892115e-06,7.766946e-05,4.557801e-06,5.558968e-07,5.607811e-06
6.166667e+00,1.200589e-08,1.000000e+00,1.000000e+00,7.369662e-06,9.714639e-05,5.705196e-06,6.967446e-07,7.011640e-06
6.333333e+00,1.500448e-08,1.000000e+00,1.000000e+00,9.216409e-06,1.214795e-04,7.139737e-06,8.729751e-07,8.766017e-06
6.500000e+00,1.875635e-08,1.000000e+00,1.000000e+00,1.152460e-05,1.518707e-04,8.932830e-06,1.093427e-06,1.096087e-05
6.666667e+00,2.343892e-08,1.000000e+00,1.000000e+00,1.440933e-05,1.898218e-04,1.117354e-05,1.369132e-06,1.370196e-05
6.833333e+00,2.928842e-08,1.000000e+00,1.000000e+00,1.801673e-05,2.371930e-04,1.397284e-05,1.713855e-06,1.712674e-05
7.000000e+00,3.659240e-08,1.000000e+00,1.000000e+00,2.252445e-05,2.962941e-04,1.746885e-05,2.144761e-06,2.140457e-05
7.166667e+00,4.569867e-08,1.000000e+00,1.000000e+00,2.815681e-05,3.699863e-04,2.183325e-05,2.683239e-06,2.674162e-05
7.333333e+00,5.706294e-08,1.000000e+00,1.000000e+00,3.519309e-05,4.617944e-04,2.727907e-05,3.355922e-06,3.340400e-05
7.500000e+00,7.121196e-08,1.000000e+00,1.000000e+00,4.397663e-05,5.760680e-04,3.407015e-05,4.195926e-06,4.170689e-05
7.666667e+00,8.883224e-08,1.000000e+00,1.000000e+00,5.494131e-05,7.181277e-04,4.253246e-05,5.244377e-06,5.205383e-05
7.833333e+00,1.107464e-07,9.999999e-01,1.000000e+00,6.861579e-05,8.944745e-04,5.306750e-05,6.552254e-06,6.493537e-05
8.000000e+00,1.379767e-07,9.999999e-01,1.000000e+00,8.566236e-05,1.113000e-03,6.616820e-05,8.182615e-06,8.095994e-05
8.166667e+00,1.717531e-07,9.999999e-01,1.000000e+00,1.068968e-04,1.383226e-03,8.243719e-05,1.021326e-05,1.008663e-04
8.333333e+00,2.135663e-07,9.999999e-01,1.000000e+00,1.333277e-04,1.716539e-03,1.026075e-04,1.273988e-05,1.255538e-04
8.500000e+00,2.652176e-07,9.999999e-01,1.000000e+00,1.661896e-04,2.126410e-03,1.275651e-04,1.587973e-05,1.561154e-04
8.666667e+00,3.288318e-07,9.999998e-01,1.000000e+00,2.069891e-04,2.628595e-03,1.583728e-04,1.977584e-05,1.938556e-04
8.833333e+00,4.069036e-07,9.999998e-01,1.000000e+00,2.575602e-04,3.241257e-03,1.962946e-04,2.460171e-05,2.403226e-04
